City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,awjilah,29.1081,21.2869,282.96,58,85,3.39,LY,1675818471
283,dongkan,33.9997,119.8308,279.82,63,100,4.98,CN,1675818471
284,mount isa,-20.7333,139.5,304.02,58,40,4.12,AU,1675818472
285,norman wells,65.282,-126.8329,251.17,71,75,1.03,CA,1675818225
286,hami,42.8,93.45,273.55,63,100,0.43,CN,1675818472
287,dingle,10.9995,122.6711,299.39,79,100,5.33,PH,1675818472
288,longyearbyen,78.2186,15.6401,268.06,80,75,8.23,SJ,1675818217
289,thompson,55.7435,-97.8558,257.24,78,100,1.54,CA,1675818473
290,cayenne,4.9333,-52.3333,298.17,94,75,0.0,GF,1675818316
291,biloela,-24.4167,150.5,303.13,38,57,6.5,AU,1675818473
292,mahanoro,-19.9,48.8,295.82,92,100,2.2,MG,1675818474
293,basco,20.4487,121.9702,298.18,76,2,8.16,PH,1675818474
294,steinbach,50.1667,8.5667,273.72,80,0,2.57,DE,1675818475
295,katsuura,35.1333,140.3,283.97,71,97,7.68,JP,1675818475
296,mumford,5.2618,-0.759,298.87,90,53,3.08,GH,1675818475
297,los llanos de aridane,28.6585,-17.9182,286.01,79,0,3.13,ES,1675818411
298,dawson creek,55.7666,-120.2362,268.84,85,100,1.12,CA,1675818476
299,mena,51.5217,32.2157,262.69,93,6,2.43,UA,1675818476
300,tatawin,32.9297,10.4518,284.05,56,100,5.66,TN,1675818476
301,fallon,39.4735,-118.7774,280.08,52,75,2.06,US,1675818477
302,la ligua,-32.4524,-71.2311,293.74,69,0,1.43,CL,1675818477
303,hasaki,35.7333,140.8333,283.83,70,100,10.33,JP,1675818477
304,matehuala,23.65,-100.65,292.93,15,44,1.78,MX,1675818478
305,kahului,20.8947,-156.47,300.16,72,40,9.26,US,1675818240
306,ambulu,-8.345,113.6058,298.06,87,100,1.41,ID,1675818478
307,zlitan,32.4674,14.5687,285.19,65,51,6.94,LY,1675818479
308,pundaguitan,6.3711,126.1689,299.24,76,100,3.48,PH,1675818479
309,menongue,-14.6585,17.691,289.67,84,100,1.13,AO,1675818479
310,cortez,37.3489,-108.5859,273.57,57,0,1.54,US,1675818480
311,abu dhabi,24.4667,54.3667,297.16,35,0,2.06,AE,1675818246
312,griffith,41.5284,-87.4237,275.31,84,0,2.57,US,1675818480
313,port hawkesbury,45.6169,-61.3485,270.47,86,75,2.06,CA,1675818480
314,anda,46.4,125.3167,258.03,84,9,2.28,CN,1675818481
315,cabinda,-5.55,12.2,298.83,88,95,2.89,AO,1675818482
316,krasnoselkup,65.7,82.4667,244.51,100,100,3.54,RU,1675818483
317,muros,42.7762,-9.0603,279.87,83,99,8.48,ES,1675818484
318,nizhniy odes,63.6445,54.856,263.57,95,100,4.93,RU,1675818489
319,saskylakh,71.9167,114.0833,239.83,100,100,0.56,RU,1675818498
320,lokoja,7.8024,6.743,299.64,23,15,1.04,NG,1675818506
321,kondinskoye,59.6481,67.41,247.75,100,100,1.98,RU,1675818513
322,hobyo,5.3505,48.5268,297.92,71,96,6.71,SO,1675818514
323,bandar-e lengeh,26.5579,54.8807,294.59,61,94,0.58,IR,1675818515
324,glenwood springs,39.5505,-107.3248,272.23,51,0,0.0,US,1675818516
325,berlevag,70.8578,29.0864,274.15,80,40,10.8,NO,1675818517
326,qaqortoq,60.7167,-46.0333,248.5,67,0,3.19,GL,1675818518
327,brae,60.3964,-1.353,279.86,73,100,14.14,GB,1675818518
328,vila velha,-20.3297,-40.2925,300.12,90,75,3.6,BR,1675818519
329,guaca,6.8762,-72.8559,287.75,88,62,2.42,CO,1675818520
330,mayenne,48.3333,-0.6667,270.84,78,64,2.4,FR,1675818520
331,sola,-13.8833,167.55,300.94,76,91,6.53,VU,1675818520
332,kalmunai,7.4167,81.8167,297.84,86,100,3.73,LK,1675818526
333,abha,18.2164,42.5053,283.29,82,0,0.0,SA,1675818528
334,elbistan,38.2059,37.1983,262.5,86,100,0.32,TR,1675818528
335,atambua,-9.1061,124.8925,299.41,77,68,1.38,ID,1675818529
336,marzuq,14.4,46.4667,289.63,56,5,2.11,YE,1675818529
337,tautira,-17.7333,-149.15,299.8,62,4,2.08,PF,1675818529
338,ponta do sol,32.6667,-17.1,289.1,67,34,2.93,PT,1675818530
339,edd,13.9297,41.6925,297.49,76,58,1.23,ER,1675818530
340,kongolo,-5.3833,27.0,293.77,98,100,1.24,CD,1675818530
341,puerto ayacucho,5.6639,-67.6236,301.19,59,94,1.21,VE,1675818531
342,qinggang,46.6833,126.0833,256.44,92,61,1.31,CN,1675818531
343,bontang,0.1333,117.5,297.34,78,100,1.82,ID,1675818531
344,margate,51.3813,1.3862,277.68,66,100,1.53,GB,1675818120
345,chikwawa,-16.0335,34.8009,295.47,92,87,1.81,MW,1675818532
346,barcelos,41.5388,-8.6151,282.97,57,91,6.07,PT,1675818532
347,port blair,11.6667,92.75,298.3,74,82,5.09,IN,1675818532
348,la ronge,55.1001,-105.2842,269.55,82,1,4.18,CA,1675818533
349,luebo,-5.35,21.4167,293.52,96,100,0.79,CD,1675818533
350,bratsk,56.1325,101.6142,256.42,99,100,1.34,RU,1675818533
351,sao geraldo do araguaia,-6.4006,-48.555,295.81,97,100,2.06,BR,1675818534
352,gao,16.6362,1.637,298.11,14,100,5.16,ML,1675818534
353,elliot lake,46.3834,-82.6331,269.93,85,71,4.64,CA,1675818534
354,sitka,57.0531,-135.33,277.09,75,20,1.54,US,1675818535
355,imbituba,-28.24,-48.6703,295.89,87,10,3.31,BR,1675818481
356,sakakah,29.9697,40.2064,282.91,63,6,5.87,SA,1675818371
357,onega,63.9061,38.1404,272.9,98,100,5.26,RU,1675818535
358,sovetskiy,61.3614,63.5842,248.42,100,100,2.29,RU,1675818535
359,roma,43.2128,-75.4557,278.63,87,100,3.6,US,1675818300
360,mafinga,-7.25,35.0667,290.8,96,100,1.17,TZ,1675818536
361,corrente,-3.7367,-43.3394,295.3,98,100,1.76,BR,1675818536
362,ferrol,43.4832,-8.2369,280.19,66,96,7.9,ES,1675818536
363,rusape,-18.5278,32.1284,289.71,81,100,1.13,ZW,1675818537
364,lorengau,-2.0226,147.2712,298.71,93,100,6.16,PG,1675818537
365,de aar,-30.6497,24.0123,292.54,71,100,6.67,ZA,1675818539
366,carlsbad,33.1581,-117.3506,292.46,43,0,4.02,US,1675818283
367,salym,60.0625,71.4789,242.42,100,95,1.37,RU,1675818539
368,jackson,42.4165,-122.8345,284.59,61,100,0.45,US,1675818116
369,frankfort,-27.2667,28.4833,288.99,92,100,2.83,ZA,1675818540
370,longhua,23.6137,114.1919,292.5,91,100,0.98,CN,1675818540
371,miskindzha,41.424,47.8467,270.97,91,99,0.62,RU,1675818540
372,mao,39.8885,4.2658,283.46,87,100,7.72,ES,1675818541
373,the pas,53.8251,-101.2541,274.7,87,81,6.13,CA,1675818545
374,dwarka,22.2394,68.9678,294.02,69,19,4.39,IN,1675818546
375,santa cruz,-17.8,-63.1667,297.85,83,100,3.09,BO,1675818532
376,flagstaff,35.1981,-111.6513,276.96,44,0,4.63,US,1675818481
377,ghanzi,-21.5667,21.7833,291.35,90,100,4.6,BW,1675818553
378,maragogi,-9.0122,-35.2225,298.33,70,100,3.15,BR,1675818566
379,derzhavinsk,51.1,66.3167,252.96,100,98,3.08,KZ,1675818570
380,bochnia,49.9691,20.4303,270.99,90,100,0.87,PL,1675818573
381,yagunovskiy,55.2828,85.978,258.84,92,40,3.0,RU,1675818574
382,east stroudsburg,40.9995,-75.1813,277.51,70,100,1.83,US,1675818578
383,yar-sale,66.8333,70.8333,257.5,85,100,8.39,RU,1675818580
384,seoul,37.5683,126.9778,274.84,83,0,1.03,KR,1675818080
385,usevya,-7.1,31.2333,291.15,92,100,1.4,TZ,1675818585
386,gezing,47.9178,13.1299,267.79,94,1,1.54,AT,1675818586
387,pogar,52.554,33.2591,260.88,96,54,2.0,RU,1675818586
388,sanming,26.2486,117.6186,289.59,98,100,0.38,CN,1675818587
389,seminole,28.7086,-81.2081,293.83,79,0,3.6,US,1675818298
390,san cristobal,7.7669,-72.225,294.25,77,9,0.7,VE,1675818587
391,anicuns,-16.4611,-49.9617,293.02,94,24,1.09,BR,1675818588
392,ust-shonosha,61.1531,41.343,268.69,90,100,5.04,RU,1675818589
393,geraldton,-28.7667,114.6,297.38,64,0,6.17,AU,1675818589
394,pisco,-13.7,-76.2167,297.18,83,0,6.17,PE,1675818589
395,luanda,-8.8368,13.2343,299.15,83,20,2.06,AO,1675818345
396,balykshi,47.0667,51.8667,266.15,86,75,12.0,KZ,1675818590
397,nome,64.5011,-165.4064,252.68,71,0,1.54,US,1675818420
398,la libertad,-2.2333,-80.9,299.34,76,6,3.18,EC,1675818591
399,petauke,-14.2426,31.3253,290.83,98,100,1.76,ZM,1675818591
400,lengshuitan,26.4111,111.5956,282.09,89,100,1.97,CN,1675818592
401,sungairaya,0.7,108.9,299.83,79,100,1.72,ID,1675818592
402,ugoofaaru,5.6667,73.0,300.05,67,17,2.97,MV,1675818592
403,monrovia,6.3005,-10.7969,297.02,90,94,2.63,LR,1675818593
404,morbegno,46.1383,9.57,274.81,76,37,1.3,IT,1675818593
405,atar,20.5169,-13.0499,288.66,28,4,5.14,MR,1675818593
406,sungurlu,40.1675,34.3739,262.58,83,46,0.81,TR,1675818594
407,ayagoz,47.9714,80.4392,266.58,93,100,0.87,KZ,1675818594
408,qasigiannguit,68.8193,-51.1922,246.29,98,100,0.77,GL,1675818541
409,bulgan,48.8125,103.5347,253.7,93,9,1.68,MN,1675818594
410,luorong,24.4058,109.6086,285.79,91,100,2.19,CN,1675818595
411,loacan,16.55,120.6667,295.34,73,93,0.88,PH,1675818595
412,teruel,40.6667,-0.6667,272.16,97,100,2.79,ES,1675818464
413,lagoa,39.05,-27.9833,286.43,58,100,6.88,PT,1675818595
414,mehran,33.1222,46.1646,283.66,62,45,1.55,IR,1675818596
415,reynosa,26.0833,-98.2833,297.58,78,40,8.75,MX,1675818420
416,flinders,-34.5833,150.8552,293.92,92,100,2.66,AU,1675818314
417,emerald,-23.5333,148.1667,300.56,55,19,4.4,AU,1675818304
418,sao felix do xingu,-6.6447,-51.995,295.7,95,97,0.61,BR,1675818597
419,salalah,17.0151,54.0924,293.06,74,98,1.55,OM,1675818597
420,port hedland,-20.3167,118.5667,306.18,55,11,1.54,AU,1675818597
421,ziyang,29.2497,117.8547,283.89,93,100,1.7,CN,1675818598
422,bonavista,48.6499,-53.1147,268.56,68,93,9.7,CA,1675818598
423,yuksekova,37.5736,44.2872,268.01,100,100,3.09,TR,1675818598
424,mount pleasant,32.7941,-79.8626,288.71,81,100,0.0,US,1675818599
425,meulaboh,4.1363,96.1285,297.78,82,94,1.06,ID,1675818486
426,vestmannaeyjar,63.4427,-20.2734,273.41,62,100,15.72,IS,1675818358
427,chapais,49.7834,-74.8492,267.03,95,100,4.72,CA,1675818304
428,yaan,7.3833,8.5667,300.19,15,34,1.85,NG,1675818599
429,charters towers,-20.1,146.2667,302.92,56,92,4.67,AU,1675818599
430,port moresby,-9.4431,147.1797,296.83,100,100,7.72,PG,1675818054
431,hamilton,39.1834,-84.5333,285.31,88,100,4.63,US,1675818414
432,tutoia,-2.7619,-42.2744,298.31,86,100,3.05,BR,1675818600
433,kattivakkam,13.2167,80.3167,296.2,76,90,0.25,IN,1675818601
434,talnakh,69.4865,88.3972,251.14,98,100,3.03,RU,1675818602
435,zhigansk,66.7697,123.3711,227.5,99,100,2.79,RU,1675818606
436,sergeyevka,53.88,67.4158,257.35,98,100,2.44,KZ,1675818610
437,martapura,-3.4167,114.85,299.2,89,20,2.57,ID,1675818614
438,khalkhal,37.6189,48.5258,269.62,97,100,1.75,IR,1675818476
439,shizunai,42.3339,142.3669,270.82,59,78,3.21,JP,1675818477
440,college,64.8569,-147.8028,260.7,80,75,0.0,US,1675818411
441,kilis,36.7161,37.115,272.28,58,43,1.21,TR,1675818644
442,jurilovca,44.7667,28.8667,270.39,79,48,8.52,RO,1675818650
443,verkh-usugli,52.7,115.1667,250.72,91,7,1.01,RU,1675818651
444,predivinsk,57.0669,93.4378,264.84,95,100,2.63,RU,1675818651
445,koumac,-20.5667,164.2833,299.35,86,100,2.76,NC,1675818569
446,constitucion,-35.3333,-72.4167,288.5,73,0,4.07,CL,1675818468
447,dharchula,29.85,80.5333,280.32,30,0,3.97,IN,1675818651
448,burgos,42.3394,-3.7079,273.38,100,100,6.69,ES,1675818652
449,avera,33.194,-82.5271,285.88,56,93,1.69,US,1675818534
450,brigantine,39.4101,-74.3646,278.71,89,0,3.09,US,1675818442
451,kasama,-10.2129,31.1808,289.2,98,100,1.81,ZM,1675818652
452,ketchikan,55.3422,-131.6461,277.41,81,100,2.06,US,1675818653
453,boda,4.3189,17.4695,295.43,19,13,1.23,CF,1675818653
454,damietta,31.4165,31.8133,284.07,66,40,7.62,EG,1675818653
455,aksarka,66.5606,67.7975,258.53,88,100,8.64,RU,1675818470
456,itaqui,-29.1253,-56.5531,300.79,21,0,4.65,BR,1675818654
457,yairipok,24.6667,94.0667,281.9,72,2,0.76,IN,1675818654
458,guilin,25.2819,110.2864,283.25,93,100,1.85,CN,1675818655
459,khuzdar,27.7384,66.6434,285.43,25,2,2.04,PK,1675818655
460,gamba,-2.65,10.0,297.86,83,57,0.8,GA,1675818655
461,laramie,41.3114,-105.5911,270.9,68,0,3.6,US,1675818451
462,tarko-sale,64.9225,77.785,245.58,100,98,2.74,RU,1675818656
463,kendari,-3.945,122.4989,301.86,70,100,0.81,ID,1675818656
464,olutanga,7.3106,122.8464,300.07,71,86,2.01,PH,1675818656
465,urgut,39.4022,67.2431,276.94,40,99,5.51,UZ,1675818657
466,phuthaditjhaba,-28.5242,28.8158,288.23,95,100,2.22,ZA,1675818657
467,haverfordwest,51.8017,-4.9691,274.58,87,0,3.61,GB,1675818657
468,sahuaripa,29.05,-109.2333,287.1,20,0,1.44,MX,1675818658
469,elko,41.0002,-115.5012,271.61,77,100,0.89,US,1675818658
470,aquiraz,-3.9014,-38.3911,300.47,77,100,4.68,BR,1675818658
471,khandyga,62.6667,135.6,231.26,99,99,0.62,RU,1675818467
472,carahue,-38.7,-73.1667,286.76,93,0,1.78,CL,1675818659
473,comodoro rivadavia,-45.8667,-67.5,293.23,45,3,3.75,AR,1675818659
474,itarema,-2.9248,-39.9167,298.53,83,100,4.03,BR,1675818470
475,hays,30.0502,-98.0336,293.23,82,100,1.94,US,1675818659
476,cacimba de dentro,-6.6417,-35.79,293.6,76,99,4.78,BR,1675818660
477,havoysund,70.9963,24.6622,276.28,70,13,12.67,NO,1675818660
478,baykit,61.67,96.37,257.52,98,100,0.75,RU,1675818661
479,darhan,49.4867,105.9228,249.9,98,8,2.03,MN,1675818661
480,fairbanks,64.8378,-147.7164,260.71,80,75,0.0,US,1675818663
481,bandarbeyla,9.4942,50.8122,298.23,74,98,7.11,SO,1675818665
482,kailua,21.4022,-157.7394,300.14,77,75,6.69,US,1675818667
483,alyangula,-13.8483,136.4192,303.05,66,100,1.47,AU,1675818670
484,asau,46.4333,26.4,267.66,98,96,1.73,RO,1675818673
485,arlit,18.7369,7.3853,294.75,16,100,1.02,NE,1675818675
486,kununurra,-15.7667,128.7333,305.14,58,7,3.09,AU,1675818535
487,turayf,31.6725,38.6637,276.92,91,96,8.61,SA,1675818539
488,lonar,19.9833,76.5333,291.55,37,5,3.74,IN,1675818686
489,leningradskiy,69.3833,178.4167,242.05,96,100,2.22,RU,1675818691
490,kidal,18.4411,1.4078,297.57,14,95,3.69,ML,1675818691
491,troitskoye,52.9821,84.6757,261.12,97,100,1.8,RU,1675818692
492,mati,6.9551,126.2166,300.18,67,100,0.98,PH,1675818693
493,ankazoabo,-22.2833,44.5167,293.64,93,100,2.55,MG,1675818694
494,atasu,48.6814,71.6433,256.33,97,100,2.13,KZ,1675818695
495,russkaya polyana,49.417,31.9201,265.59,88,7,3.57,UA,1675818706
496,yokadouma,3.5167,15.05,292.3,29,37,0.32,CM,1675818710
497,mutsu,41.2894,141.2169,271.99,60,100,2.09,JP,1675818710
498,todos santos,23.45,-110.2167,294.99,38,100,6.4,MX,1675818710
499,fukue,32.6881,128.8419,285.32,62,11,6.5,JP,1675818711
500,evensk,61.95,159.2333,245.77,75,56,3.34,RU,1675818529
501,sisimiut,66.9395,-53.6735,247.75,95,100,1.3,GL,1675818711
502,beloha,-25.1667,45.05,296.36,80,100,3.76,MG,1675818654
503,general roca,-39.0333,-67.5833,300.16,12,0,5.41,AR,1675818712
504,sao gabriel da cachoeira,-0.1303,-67.0892,296.1,98,99,0.21,BR,1675818712
505,nhulunbuy,-12.2333,136.7667,303.49,74,75,1.54,AU,1675818712
506,eagle,43.6954,-116.354,281.31,61,100,4.63,US,1675818712
507,gasa,31.5,34.4667,280.86,53,100,10.55,PS,1675818713
508,lae,-6.7221,146.9847,305.1,56,100,0.6,PG,1675818713
509,cap malheureux,-19.9842,57.6142,297.85,84,50,2.24,MU,1675818714
510,nishihara,26.1842,127.7558,293.96,79,20,6.17,JP,1675818714
511,shuyskoye,59.3736,41.0305,264.35,94,99,3.98,RU,1675818714
512,sochi,43.6,39.7303,277.2,84,100,5.16,RU,1675818442
513,utiel,39.5667,-1.2,277.18,77,100,1.84,ES,1675818715
514,vanimo,-2.6741,141.3028,298.19,95,100,3.35,PG,1675818715
515,colares,38.7992,-9.4469,283.57,70,5,5.36,PT,1675818715
516,kurilsk,45.2333,147.8833,268.41,54,87,2.62,RU,1675818716
517,le moule,16.3332,-61.3473,296.17,79,10,8.17,GP,1675818716
518,thunder bay,48.4001,-89.3168,261.94,94,15,1.91,CA,1675818716
519,mezen,65.8522,44.24,274.26,99,100,5.38,RU,1675818717
520,esperance,-33.8667,121.9,294.14,67,98,4.85,AU,1675818717
521,pathein,16.7833,94.7333,293.14,70,2,3.03,MM,1675818499
522,oroville,39.5138,-121.5564,287.02,61,0,1.54,US,1675818717
523,karasburg,-28.0167,18.75,293.3,53,17,3.18,NA,1675818718
524,santa cruz do capibaribe,-7.9575,-36.2047,294.89,76,100,3.21,BR,1675818718
525,lompoc,34.6391,-120.4579,291.49,79,40,3.09,US,1675818474
526,vao,-22.6667,167.4833,299.93,69,9,5.55,NC,1675818719
527,stokmarknes,68.5646,14.9108,278.14,75,40,10.8,NO,1675818719
528,aswan,24.0934,32.907,283.36,40,33,4.56,EG,1675818525
529,egvekinot,66.3167,-179.1667,243.72,88,88,3.51,RU,1675818719
530,san luis,-33.295,-66.3356,300.42,30,0,4.12,AR,1675818549
531,nogales,31.3086,-110.9422,282.91,23,0,4.12,MX,1675818646
532,pilar,-9.5972,-35.9567,296.11,79,100,1.93,BR,1675818720
533,alcazar de san juan,39.3901,-3.2083,276.89,83,99,5.1,ES,1675818493
534,ayan,56.45,138.1667,243.95,68,19,3.7,RU,1675818720
535,akdepe,42.0551,59.3788,275.99,62,100,6.9,TM,1675818721
536,rio brilhante,-21.8019,-54.5464,296.27,84,22,1.71,BR,1675818721
537,killin,33.6123,-91.7412,291.2,68,75,0.0,US,1675818724
538,senanga,-16.1167,23.2667,291.99,98,99,2.11,ZM,1675818725
539,abu samrah,35.3029,37.1841,276.12,85,100,4.09,SY,1675818726
540,koungou,-12.7336,45.2042,299.99,83,0,2.06,YT,1675818729
541,camara de lobos,32.6333,-16.9667,289.1,75,75,3.09,PT,1675818730
542,oromocto,45.8351,-66.4792,264.77,72,100,2.68,CA,1675818731
543,islahiye,37.025,36.6306,271.02,74,100,1.12,TR,1675818731
544,san bartolome,27.9248,-15.5733,283.41,69,40,4.12,ES,1675818733
545,mandera,3.9366,41.867,297.7,61,3,5.38,KE,1675818733
546,moron,-34.6534,-58.6198,301.48,80,0,3.83,AR,1675818736
547,ngunguru,-35.6167,174.5,296.04,53,72,1.98,NZ,1675818742
548,goedereede,51.8175,3.9806,273.69,87,8,2.92,NL,1675818745
549,ouallam,14.3188,2.0866,297.59,14,99,4.07,NE,1675818755
550,xining,36.6167,101.7667,270.29,90,100,0.76,CN,1675818538
551,manicore,-5.8092,-61.3003,296.74,96,100,0.59,BR,1675818756
552,svetlaya,46.5389,138.3297,264.67,55,2,3.98,RU,1675818757
553,tommot,58.9564,126.2925,243.36,97,100,0.45,RU,1675818757
554,divnomorskoye,44.5011,38.1353,270.67,77,100,10.52,RU,1675818762
555,ternate,0.8,127.4,297.99,92,100,4.93,ID,1675818762
556,hay river,60.8156,-115.7999,252.13,77,40,2.06,CA,1675818681
557,baffa,34.4378,73.2194,279.07,45,1,2.93,PK,1675818763
558,hassleholm,56.1591,13.7664,275.03,91,99,2.55,SE,1675818768
559,fare,-16.7,-151.0167,300.2,71,11,4.77,PF,1675818769
560,huimilpan,20.372,-100.2774,290.65,25,19,0.57,MX,1675818769
561,coquimbo,-29.9533,-71.3436,291.0,88,100,1.54,CL,1675818770
562,kitcharao,9.455,125.5731,299.29,76,100,2.56,PH,1675818770
563,burdur,37.7203,30.2908,266.54,68,20,5.66,TR,1675818770
564,fort-shevchenko,44.5086,50.263,274.69,91,100,12.42,KZ,1675818771
565,varhaug,58.6147,5.6457,279.9,95,100,2.97,NO,1675818771
